date,home,away,home_score,away_score,overtime,playoff,neutral,home_odds,away_odds,home_line,over_under
2024-02-11,KC,SF,25,22,Y,Y,Y,2.00,1.83,1.5,47.5
2024-01-28,SF,DET,34,31,,Y,,1.32,3.50,-7.0,51.5
2024-01-28,BAL,KC,10,17,,Y,,1.59,2.45,-3.5,44.5
2024-01-21,BUF,KC,24,27,,Y,,1.71,2.20,-2.5,46.0
2024-01-21,DET,TB,31,23,,Y,,1.40,3.05,-5.5,48.5
2024-01-21,SF,GB,24,21,,Y,,1.20,4.75,-9.5,48.5
2024-01-20,BAL,HOU,34,10,,Y,,1.22,4.50,-9.5,46.0
2024-01-15,TB,PHI,32,9,,Y,,2.20,1.71,2.5,44.5
2024-01-15,BUF,PIT,31,17,,Y,,1.20,4.75,-9.5,39.5
2024-01-14,DET,LAR,24,23,,Y,,1.59,2.45,-3.0,51.5
2024-01-14,DAL,GB,32,48,,Y,,1.29,3.70,-7.0,48.5
2024-01-13,KC,MIA,26,7,,Y,,1.56,2.50,-3.5,44.0
2024-01-13,HOU,CLE,45,14,,Y,,2.05,1.80,1.5,43.5
2024-01-07,MIA,BUF,14,21,,,,2.35,1.63,3.0,50.0
2024-01-07,ARI,SEA,20,21,,,,2.45,1.59,3.0,47.5
2024-01-07,CAR,TB,0,9,,,,2.95,1.42,6.0,37.0
2024-01-07,CIN,CLE,31,14,,,,1.56,2.50,-4.0,40.0
2024-01-07,DET,MIN,30,20,,,,1.54,2.55,-4.0,44.0
2024-01-07,GB,CHI,17,9,,,,1.80,2.05,-1.5,44.0
2024-01-07,IND,HOU,19,23,,,,1.80,2.05,-1.5,46.5
2024-01-07,LAC,KC,12,13,,,,1.87,1.95,-1.0,35.5
2024-01-07,LV,DEN,27,14,,,,1.71,2.20,-2.5,38.0
2024-01-07,NE,NYJ,3,17,,,,1.77,2.10,-2.0,37.5
2024-01-07,NO,ATL,48,17,,,,1.59,2.45,-3.5,42.5
2024-01-07,NYG,PHI,27,10,,,,3.20,1.37,6.5,46.0
2024-01-07,SF,LAR,20,21,,,,1.74,2.15,-2.5,44.0
2024-01-07,TEN,JAX,28,20,,,,2.50,1.56,3.5,40.5
2024-01-07,WAS,DAL,10,38,,,,6.00,1.14,13.0,49.5
2024-01-06,BAL,PIT,10,17,,,,2.50,1.56,3.5,38.0
2023-12-31,MIN,GB,10,33,,,,1.80,2.05,-1.5,43.5
2023-12-31,DEN,LAC,16,9,,,,1.37,3.20,-6.0,38.0
2023-12-31,SEA,PIT,23,30,,,,1.56,2.50,-3.5,41.0
2023-12-31,KC,CIN,25,17,,,,1.61,2.45,-3.5,50.5
2023-12-31,BAL,MIA,56,19,,,,1.65,2.30,-3.0,46.5
2023-12-31,BUF,NE,27,21,,,,1.14,6.00,-12.0,40.0
2023-12-31,CHI,ATL,37,17,,,,1.74,2.15,-2.5,37.5
2023-12-31,HOU,TEN,26,3,,,,1.45,2.80,-4.5,43.0
2023-12-31,IND,LV,23,20,,,,1.63,2.35,-3.0,44.0
2023-12-31,JAX,CAR,26,0,,,,1.32,3.50,-7.0,39.5
2023-12-31,NYG,LAR,25,26,,,,3.00,1.41,6.0,41.0
2023-12-31,PHI,ARI,31,35,,,,1.19,4.90,-10.0,47.5
2023-12-31,TB,NO,13,23,,,,1.77,2.10,-2.0,41.5
2023-12-31,WAS,SF,10,27,,,,6.75,1.12,13.5,48.0
2023-12-30,DAL,DET,20,19,,,,1.43,2.90,-5.5,50.5
2023-12-28,CLE,NYJ,37,20,,,,1.44,2.85,-4.5,35.5
2023-12-25,SF,BAL,19,33,,,,1.50,2.65,-4.5,45.5
2023-12-25,PHI,NYG,33,25,,,,1.29,3.70,-7.5,47.5
2023-12-25,KC,LV,14,20,,,,1.25,4.20,-9.5,51.5
2023-12-24,DEN,NE,23,26,,,,1.41,3.00,-5.5,36.5
2023-12-24,CHI,ARI,27,16,,,,1.61,2.40,-3.0,43.5
2023-12-24,MIA,DAL,22,20,,,,1.83,2.00,-1.5,52.5
2023-12-24,TB,JAX,30,12,,,,2.20,1.71,2.5,44.5
2023-12-24,ATL,IND,29,10,,,,1.83,2.00,-1.5,43.5
2023-12-24,CAR,GB,30,33,,,,2.85,1.44,4.5,36.5
2023-12-24,HOU,CLE,22,36,,,,1.83,2.00,-1.5,41.0
2023-12-24,MIN,DET,24,30,,,,2.30,1.65,3.0,45.5
2023-12-24,NYJ,WAS,30,28,,,,1.65,2.30,-3.0,39.5
2023-12-24,TEN,SEA,17,20,,,,2.10,1.77,2.0,43.5
2023-12-23,LAC,BUF,22,24,,,,4.50,1.22,9.5,40.5
2023-12-23,PIT,CIN,34,11,,,,1.83,2.00,-1.5,39.5
2023-12-21,LAR,NO,30,22,,,,1.50,2.65,-4.0,44.5
2023-12-18,SEA,PHI,20,17,,,,2.65,1.54,4.0,47.0
2023-12-17,JAX,BAL,7,23,,,,2.85,1.44,5.5,39.0
2023-12-17,BUF,DAL,31,10,,,,1.87,1.95,-1.0,49.0
2023-12-17,ARI,SF,29,45,,,,6.50,1.13,13.5,45.5
2023-12-17,LAR,WAS,28,20,,,,1.43,2.90,-5.5,46.0
2023-12-17,CAR,ATL,9,7,,,,2.15,1.74,2.5,35.5
2023-12-17,CLE,CHI,20,17,,,,1.67,2.30,-2.5,37.5
2023-12-17,GB,TB,20,34,,,,1.56,2.60,-3.5,43.5
2023-12-17,MIA,NYJ,30,0,,,,1.13,6.50,-13.5,40.5
2023-12-17,NE,KC,17,27,,,,4.75,1.20,10.5,37.5
2023-12-17,NO,NYG,24,6,,,,1.43,2.90,-5.5,36.5
2023-12-17,TEN,HOU,16,19,Y,,,2.50,1.59,3.5,42.5
2023-12-16,DET,DEN,42,17,,,,1.48,2.75,-4.5,47.5
2023-12-16,IND,PIT,30,13,,,,1.74,2.15,-2.5,39.5
2023-12-16,CIN,MIN,27,24,Y,,,1.91,1.91,-1.0,40.5
2023-12-14,LV,LAC,63,21,,,,2.60,1.56,3.5,42.5
2023-12-11,MIA,TEN,27,28,,,,1.15,5.75,-11.5,44.0
2023-12-11,NYG,GB,24,22,,,,3.20,1.37,6.0,37.5
2023-12-10,DAL,PHI,33,13,,,,1.71,2.20,-2.5,48.5
2023-12-10,KC,BUF,17,20,,,,1.65,2.35,-3.0,47.5
2023-12-10,LAC,DEN,7,24,,,,1.67,2.30,-3.0,45.5
2023-12-10,LV,MIN,0,3,,,,2.00,1.83,1.0,40.5
2023-12-10,SF,SEA,28,16,,,,1.20,4.75,-10.5,44.0
2023-12-10,ATL,TB,25,29,,,,1.77,2.10,-2.0,40.0
2023-12-10,BAL,LAR,37,31,Y,,,1.26,4.00,-7.5,44.5
2023-12-10,CHI,DET,28,13,,,,2.90,1.43,4.5,46.5
2023-12-10,CIN,IND,34,14,,,,2.10,1.77,2.0,40.0
2023-12-10,CLE,JAX,31,27,,,,2.35,1.65,3.0,40.0
2023-12-10,NO,CAR,28,6,,,,1.38,3.15,-6.5,37.0
2023-12-10,NYJ,HOU,30,6,,,,2.90,1.43,4.5,38.5
2023-12-07,PIT,NE,18,21,,,,1.37,3.20,-6.5,35.0
2023-12-04,JAX,CIN,31,34,Y,,,1.36,3.30,-6.5,41.5
2023-12-03,GB,KC,27,19,,,,3.50,1.32,7.0,41.5
2023-12-03,LAR,CLE,36,19,,,,1.87,1.95,-1.0,39.5
2023-12-03,HOU,DEN,22,17,,,,1.67,2.30,-3.0,44.5
2023-12-03,PHI,SF,19,42,,,,1.71,2.20,-2.5,45.5
2023-12-03,NE,LAC,0,6,,,,2.70,1.50,4.5,42.5
2023-12-03,NO,DET,28,33,,,,2.35,1.65,3.0,44.5
2023-12-03,NYJ,ATL,8,13,,,,2.00,1.83,1.5,36.5
2023-12-03,PIT,ARI,10,24,,,,1.65,2.35,-3.0,39.5
2023-12-03,TB,CAR,14,10,,,,1.42,3.00,-5.5,39.5
2023-12-03,TEN,IND,28,31,Y,,,1.83,2.00,-1.0,41.0
2023-12-03,WAS,MIA,15,45,,,,3.30,1.36,6.5,48.5
2023-11-30,DAL,SEA,41,35,,,,1.37,3.20,-6.0,45.5
2023-11-27,MIN,CHI,10,12,,,,1.54,2.65,-4.0,44.0
2023-11-26,LAC,BAL,10,20,,,,2.55,1.57,3.5,44.5
2023-11-26,LV,KC,17,31,,,,4.25,1.24,9.0,45.0
2023-11-26,PHI,BUF,37,34,Y,,,1.54,2.65,-3.5,47.5
2023-11-26,ARI,LAR,14,37,,,,2.15,1.74,2.5,46.0
2023-11-26,DEN,CLE,29,12,,,,2.25,1.69,2.5,41.0
2023-11-26,ATL,NO,24,15,,,,1.91,1.91,-1.0,40.5
2023-11-26,CIN,PIT,10,16,,,,1.40,3.10,-5.5,41.5
2023-11-26,HOU,JAX,21,24,,,,2.05,1.80,1.5,45.0
2023-11-26,IND,TB,27,20,,,,1.83,2.00,-1.5,42.0
2023-11-26,NYG,NE,10,7,,,,2.95,1.43,5.5,35.5
2023-11-26,TEN,CAR,17,10,,,,1.48,2.75,-4.5,38.5
2023-11-24,NYJ,MIA,13,34,,,,1.71,2.20,-2.5,46.5
2023-11-23,SEA,SF,13,31,,,,2.65,1.54,4.0,44.0
2023-11-23,DAL,WAS,45,10,,,,1.22,4.50,-9.5,45.0
2023-11-23,DET,GB,22,29,,,,1.26,4.00,-7.5,44.5
2023-11-20,KC,PHI,17,21,,,,1.74,2.15,-2.5,47.5
2023-11-19,DEN,MIN,21,20,,,,1.71,2.20,-2.5,43.0
2023-11-19,BUF,NYJ,32,6,,,,1.36,3.30,-6.5,40.5
2023-11-19,LAR,SEA,17,16,,,,2.30,1.67,3.0,44.5
2023-11-19,SF,TB,27,14,,,,1.19,5.00,-10.0,42.5
2023-11-19,CAR,DAL,10,33,,,,4.10,1.26,9.0,41.0
2023-11-19,CLE,PIT,13,10,,,,1.50,2.70,-4.5,38.0
2023-11-19,DET,CHI,31,26,,,,1.29,3.75,-8.0,45.0
2023-11-19,GB,LAC,23,20,,,,2.15,1.74,2.5,42.0
2023-11-19,HOU,ARI,21,16,,,,1.56,2.60,-4.0,47.0
2023-11-19,JAX,TEN,34,14,,,,1.44,2.85,-5.5,40.5
2023-11-19,MIA,LV,20,13,,,,1.20,4.75,-10.0,48.0
2023-11-19,WAS,NYG,19,31,,,,1.29,3.75,-8.0,37.0
2023-11-16,BAL,CIN,34,20,,,,1.71,2.20,-2.5,44.0
2023-11-13,BUF,DEN,22,24,,,,1.24,4.25,-8.5,46.5
2023-11-12,LV,NYJ,16,12,,,,2.05,1.80,1.5,37.5
2023-11-12,DAL,NYG,49,17,,,,1.22,4.50,-9.5,40.5
2023-11-12,SEA,WAS,29,26,,,,1.42,3.00,-5.5,44.5
2023-11-12,ARI,ATL,25,23,,,,1.95,1.87,1.0,41.5
2023-11-12,LAC,DET,38,41,,,,1.83,2.00,-1.5,48.5
2023-11-12,BAL,CLE,31,33,,,,1.45,2.80,-4.5,39.5
2023-11-12,CIN,HOU,27,30,,,,1.26,4.00,-8.5,44.5
2023-11-12,JAX,SF,3,34,,,,2.15,1.74,2.5,44.5
2023-11-12,MIN,NO,27,19,,,,2.20,1.71,2.5,38.5
2023-11-12,PIT,GB,23,19,,,,1.71,2.20,-2.5,38.0
2023-11-12,TB,TEN,20,6,,,,1.83,2.00,-1.0,38.5
2023-11-12,NE,IND,6,10,,,Y,1.50,2.70,-4.5,41.5
2023-11-09,CHI,CAR,16,13,,,,1.80,2.05,-1.5,41.5
2023-11-06,NYJ,LAC,6,27,,,,2.05,1.80,1.5,43.0
2023-11-05,CIN,BUF,24,18,,,,2.05,1.80,1.5,46.5
2023-11-05,LV,NYG,30,6,,,,1.69,2.25,-2.5,39.5
2023-11-05,PHI,DAL,28,23,,,,1.63,2.40,-3.0,46.5
2023-11-05,CAR,IND,13,27,,,,2.25,1.69,2.5,42.5
2023-11-05,ATL,MIN,28,31,,,,1.87,1.95,-1.0,41.5
2023-11-05,BAL,SEA,37,3,,,,1.48,2.75,-4.5,42.5
2023-11-05,CLE,ARI,27,0,,,,1.26,4.00,-8.5,39.0
2023-11-05,GB,LAR,20,3,,,,1.95,1.87,1.0,43.5
2023-11-05,HOU,TB,39,37,,,,1.74,2.15,-2.5,39.5
2023-11-05,NE,WAS,17,20,,,,1.77,2.10,-2.0,39.0
2023-11-05,NO,CHI,24,17,,,,1.43,2.90,-5.5,40.5
2023-11-05,KC,MIA,21,14,,,Y,1.45,2.80,-5.5,51.5
2023-11-02,PIT,TEN,20,16,,,,1.59,2.50,-3.0,37.5
2023-10-30,DET,LV,26,14,,,,1.29,3.75,-7.5,44.5
2023-10-29,LAC,CHI,30,13,,,,1.22,4.50,-9.5,47.5
2023-10-29,ARI,BAL,24,31,,,,3.90,1.27,7.5,43.0
2023-10-29,DEN,KC,24,9,,,,4.25,1.24,8.5,45.5
2023-10-29,SF,CIN,17,31,,,,1.38,3.15,-6.0,46.0
2023-10-29,SEA,CLE,24,20,,,,1.77,2.10,-2.0,41.5
2023-10-29,CAR,HOU,15,13,,,,2.40,1.63,3.0,41.5
2023-10-29,DAL,LAR,43,20,,,,1.44,2.85,-6.0,44.5
2023-10-29,GB,MIN,10,24,,,,1.80,2.05,-1.5,44.5
2023-10-29,IND,NO,27,38,,,,2.05,1.80,1.5,40.0
2023-10-29,MIA,NE,31,17,,,,1.14,6.00,-12.0,47.0
2023-10-29,NYG,NYJ,10,13,Y,,,2.40,1.63,3.0,36.5
2023-10-29,PIT,JAX,10,20,,,,2.05,1.80,1.5,41.5
2023-10-29,TEN,ATL,28,23,,,,1.87,1.95,-1.0,39.0
2023-10-29,WAS,PHI,31,38,,,,3.10,1.40,6.0,47.0
2023-10-26,BUF,TB,24,18,,,,1.26,4.00,-8.0,42.0
2023-10-23,MIN,SF,22,17,,,,3.80,1.28,7.0,45.5
2023-10-22,PHI,MIA,31,17,,,,1.71,2.20,-2.5,52.5
2023-10-22,DEN,GB,19,17,,,,2.05,1.80,1.5,45.5
2023-10-22,KC,LAC,31,17,,,,1.41,3.05,-6.0,52.0
2023-10-22,LAR,PIT,17,24,,,,1.65,2.35,-3.0,42.5
2023-10-22,SEA,ARI,20,10,,,,1.29,3.75,-7.0,46.5
2023-10-22,BAL,DET,38,6,,,,1.71,2.20,-2.5,44.5
2023-10-22,CHI,LV,30,12,,,,1.95,1.87,1.0,46.5
2023-10-22,IND,CLE,38,39,,,,2.25,1.69,2.5,42.5
2023-10-22,NE,BUF,29,25,,,,4.25,1.24,9.0,43.5
2023-10-22,NYG,WAS,14,7,,,,1.95,1.87,1.0,42.0
2023-10-22,TB,ATL,13,16,,,,1.74,2.15,-2.5,40.5
2023-10-19,NO,JAX,24,31,,,,1.91,1.91,-1.0,42.5
2023-10-16,LAC,DAL,17,20,,,,2.20,1.71,2.5,47.5
2023-10-15,BUF,NYG,14,9,,,,1.15,5.75,-12.0,48.0
2023-10-15,LAR,ARI,26,9,,,,1.48,2.75,-4.5,46.5
2023-10-15,NYJ,PHI,20,14,,,,3.10,1.40,6.5,42.5
2023-10-15,TB,DET,6,20,,,,2.40,1.63,3.0,45.5
2023-10-15,LV,NE,21,17,,,,1.80,2.05,-1.5,42.5
2023-10-15,ATL,WAS,16,24,,,,1.83,2.00,-1.5,42.0
2023-10-15,CHI,MIN,13,19,,,,2.70,1.50,4.5,48.5
2023-10-15,CIN,SEA,17,13,,,,1.69,2.25,-2.5,44.0
2023-10-15,CLE,SF,19,17,,,,2.40,1.63,3.0,41.5
2023-10-15,HOU,NO,20,13,,,,1.95,1.87,1.0,40.5
2023-10-15,JAX,IND,37,20,,,,1.40,3.10,-5.5,45.5
2023-10-15,MIA,CAR,42,21,,,,1.18,5.25,-10.5,46.0
2023-10-15,TEN,BAL,16,24,,,Y,2.80,1.45,5.5,41.5
2023-10-12,KC,DEN,19,8,,,,1.18,5.25,-10.0,51.5
2023-10-09,LV,GB,17,13,,,,1.95,1.87,1.0,43.5
2023-10-08,SF,DAL,42,10,,,,1.63,2.40,-3.0,45.5
2023-10-08,DEN,NYJ,21,31,,,,1.61,2.45,-3.0,40.0
2023-10-08,MIN,KC,20,27,,,,3.20,1.37,6.0,52.0
2023-10-08,ARI,CIN,20,34,,,,4.10,1.26,7.0,42.5
2023-10-08,LAR,PHI,14,23,,,,3.05,1.41,6.0,46.5
2023-10-08,ATL,HOU,21,19,,,,1.52,2.67,-3.5,41.5
2023-10-08,DET,CAR,42,24,,,,1.29,3.75,-7.5,43.5
2023-10-08,IND,TEN,23,16,,,,1.83,2.00,-1.0,42.5
2023-10-08,MIA,NYG,31,16,,,,1.20,4.75,-10.0,49.5
2023-10-08,NE,NO,0,34,,,,1.77,2.10,-2.5,40.5
2023-10-08,PIT,BAL,17,10,,,,2.10,1.77,2.5,41.5
2023-10-08,BUF,JAX,20,25,,,Y,1.61,2.45,-3.5,48.5
2023-10-05,WAS,CHI,20,40,,,,1.45,2.80,-5.0,42.5
2023-10-02,NYG,SEA,3,24,,,,1.95,1.87,1.0,45.0
2023-10-01,NYJ,KC,20,23,,,,3.65,1.30,7.0,45.0
2023-10-01,DAL,NE,38,3,,,,1.27,3.90,-7.5,42.0
2023-10-01,SF,ARI,35,16,,,,1.11,7.25,-14.0,41.0
2023-10-01,LAC,LV,24,17,,,,1.44,2.85,-4.5,49.5
2023-10-01,BUF,MIA,48,20,,,,1.57,2.55,-3.5,49.5
2023-10-01,CAR,MIN,13,21,,,,2.20,1.71,2.5,44.5
2023-10-01,CHI,DEN,28,31,,,,2.05,1.80,1.5,44.5
2023-10-01,CLE,BAL,3,28,,,,2.05,1.80,1.5,44.0
2023-10-01,HOU,PIT,30,6,,,,2.75,1.48,4.5,40.5
2023-10-01,IND,LAR,23,29,Y,,,2.00,1.83,1.5,45.5
2023-10-01,NO,TB,9,26,,,,1.50,2.70,-3.5,40.5
2023-10-01,PHI,WAS,34,31,Y,,,1.27,3.90,-7.5,44.5
2023-10-01,TEN,CIN,27,3,,,,2.00,1.83,1.5,44.0
2023-10-01,JAX,ATL,23,7,,,Y,1.57,2.55,-3.5,45.5
2023-09-28,GB,DET,20,34,,,,1.80,2.05,-1.5,46.5
2023-09-25,CIN,LAR,19,16,,,,1.29,3.70,-7.5,46.5
2023-09-25,TB,PHI,11,25,,,,3.40,1.33,7.0,45.5
2023-09-24,LV,PIT,18,23,,,,2.00,1.83,1.0,44.5
2023-09-24,ARI,DAL,28,16,,,,4.75,1.20,10.5,42.5
2023-09-24,KC,CHI,41,10,,,,1.17,5.50,-11.5,49.5
2023-09-24,SEA,CAR,37,27,,,,1.54,2.65,-4.0,42.5
2023-09-24,BAL,IND,19,22,Y,,,1.26,4.00,-8.5,45.5
2023-09-24,CLE,TEN,27,3,,,,1.45,2.80,-4.5,41.5
2023-09-24,DET,ATL,20,6,,,,1.45,2.80,-5.5,45.5
2023-09-24,GB,NO,18,17,,,,1.80,2.05,-1.5,43.0
2023-09-24,JAX,HOU,17,37,,,,1.30,3.65,-7.5,45.5
2023-09-24,MIA,DEN,70,20,,,,1.43,2.90,-5.5,45.5
2023-09-24,MIN,LAC,24,28,,,,2.05,1.80,1.5,49.5
2023-09-24,NYJ,NE,10,15,,,,2.10,1.77,2.0,38.0
2023-09-24,WAS,BUF,3,37,,,,2.90,1.43,5.5,44.5
2023-09-21,SF,NYG,30,12,,,,1.24,4.25,-9.5,43.5
2023-09-18,PIT,CLE,26,22,,,,1.87,1.95,-1.0,43.5
2023-09-18,CAR,NO,17,20,,,,2.05,1.80,1.5,42.5
2023-09-17,NE,MIA,17,24,,,,2.10,1.77,2.0,45.0
2023-09-17,DAL,NYJ,30,10,,,,1.61,2.45,-3.0,46.5
2023-09-17,DEN,WAS,33,35,,,,1.59,2.50,-3.5,41.5
2023-09-17,ARI,NYG,28,31,,,,2.80,1.45,5.5,38.0
2023-09-17,LAR,SF,23,30,,,,3.10,1.40,6.0,42.5
2023-09-17,ATL,GB,25,24,,,,1.80,2.05,-1.5,41.0
2023-09-17,BUF,LV,38,10,,,,1.22,4.50,-9.5,47.5
2023-09-17,CIN,BAL,24,27,,,,1.52,2.67,-3.5,47.5
2023-09-17,DET,SEA,31,37,,,,1.67,2.30,-3.0,51.5
2023-09-17,HOU,IND,20,31,,,,1.87,1.95,-1.5,41.0
2023-09-17,JAX,KC,9,17,,,,2.30,1.67,2.5,50.0
2023-09-17,TB,CHI,27,17,,,,2.05,1.80,1.5,44.0
2023-09-17,TEN,LAC,27,24,,,,2.40,1.63,3.0,46.5
2023-09-14,PHI,MIN,34,28,,,,1.32,3.55,-7.0,48.5
2023-09-11,NYJ,BUF,22,16,,,,2.05,1.80,1.5,47.5
2023-09-10,NYG,DAL,0,40,,,,2.20,1.71,2.5,46.5
2023-09-10,CHI,GB,20,38,,,,1.74,2.15,-2.5,45.0
2023-09-10,DEN,LV,16,17,,,,1.59,2.50,-3.0,44.5
2023-09-10,LAC,MIA,34,36,,,,1.74,2.15,-2.5,48.5
2023-09-10,NE,PHI,20,25,,,,2.75,1.48,5.0,46.0
2023-09-10,SEA,LAR,13,30,,,,1.48,2.75,-5.0,47.0
2023-09-10,ATL,CAR,24,10,,,,1.71,2.20,-2.5,43.5
2023-09-10,BAL,HOU,25,9,,,,1.24,4.25,-9.5,45.0
2023-09-10,CLE,CIN,24,3,,,,2.15,1.74,2.5,46.5
2023-09-10,IND,JAX,21,31,,,,2.55,1.57,3.5,43.0
2023-09-10,MIN,TB,17,20,,,,1.38,3.15,-6.0,46.0
2023-09-10,NO,TEN,16,15,,,,1.61,2.45,-3.5,42.5
2023-09-10,PIT,SF,7,30,,,,2.20,1.71,3.0,42.5
2023-09-10,WAS,ARI,20,16,,,,1.44,2.85,-5.5,41.0
2023-09-07,KC,DET,20,21,,,,1.36,3.30,-6.5,53.5
2023-02-12,PHI,KC,35,38,,Y,Y,1.83,2.00,-1.5,49.5
2023-01-29,KC,CIN,23,20,,Y,,1.87,1.95,-1.0,47.5
2023-01-29,PHI,SF,31,7,,Y,,1.77,2.10,-1.5,45.5
2023-01-22,SF,DAL,19,12,,Y,,1.50,2.70,-4.0,46.0
2023-01-22,BUF,CIN,10,27,,Y,,1.52,2.67,-4.0,50.0
2023-01-21,PHI,NYG,38,7,,Y,,1.32,3.55,-7.0,47.0
2023-01-21,KC,JAX,27,20,,Y,,1.22,4.50,-9.0,52.0
2023-01-16,TB,DAL,14,31,,Y,,2.45,1.61,3.0,44.5
2023-01-15,CIN,BAL,24,17,,Y,,1.33,3.40,-6.5,43.5
2023-01-15,MIN,NYG,24,31,,Y,,1.67,2.30,-3.0,47.5
2023-01-15,BUF,MIA,34,31,,Y,,1.17,5.50,-10.5,44.0
2023-01-14,JAX,LAC,31,30,,Y,,2.00,1.83,1.0,47.0
2023-01-14,SF,SEA,41,23,,Y,,1.20,4.75,-10.0,43.5
2023-01-08,GB,DET,16,20,,,,1.45,2.80,-4.5,48.5
2023-01-08,ATL,TB,30,17,,,,1.91,1.91,-1.0,40.0
2023-01-08,BUF,NE,35,23,,,,1.20,4.75,-10.0,43.0
2023-01-08,CHI,MIN,13,29,,,,2.15,1.74,2.5,45.5
2023-01-08,CIN,BAL,27,16,,,,1.40,3.10,-6.0,43.0
2023-01-08,DEN,LAC,31,28,,,,1.74,2.15,-2.5,37.5
2023-01-08,IND,HOU,31,32,,,,1.74,2.15,-2.5,39.0
2023-01-08,JAX,TEN,20,16,,,,1.37,3.20,-6.5,39.5
2023-01-08,MIA,NYJ,11,6,,,,1.91,1.91,1.0,42.0
2023-01-08,NO,CAR,7,10,,,,1.63,2.40,-3.0,39.0
2023-01-08,PHI,NYG,22,16,,,,1.77,2.10,-1.5,40.5
2023-01-08,PIT,CLE,28,14,,,,1.83,2.00,-1.0,42.0
2023-01-08,SEA,LAR,19,16,Y,,,1.63,2.40,-3.0,42.5
2023-01-08,SF,ARI,38,13,,,,1.19,5.00,-10.5,40.0
2023-01-08,WAS,DAL,26,6,,,,1.48,2.75,-4.5,39.5
2023-01-07,LV,KC,13,31,,,,4.50,1.22,9.5,51.0
2023-01-01,BAL,PIT,13,16,,,,1.48,2.75,-4.0,36.5
2023-01-01,GB,MIN,41,17,,,,1.74,2.15,-2.5,44.5
2023-01-01,LAC,LAR,31,10,,,,1.33,3.45,-6.5,41.0
2023-01-01,LV,SF,34,37,Y,,,2.80,1.45,4.5,43.0
2023-01-01,SEA,NYJ,23,6,,,,1.83,2.00,-1.0,44.5
2023-01-01,ATL,ARI,20,19,,,,1.63,2.40,-3.0,40.0
2023-01-01,DET,CHI,41,10,,,,1.36,3.30,-6.5,48.5
2023-01-01,HOU,JAX,3,31,,,,2.80,1.45,4.5,44.0
2023-01-01,KC,DEN,27,24,,,,1.20,4.75,-10.0,44.0
2023-01-01,NE,MIA,23,21,,,,2.15,1.74,2.5,43.5
2023-01-01,NYG,IND,38,10,,,,1.61,2.45,-3.0,41.5
2023-01-01,PHI,NO,10,20,,,,1.38,3.15,-5.5,43.5
2023-01-01,TB,CAR,30,24,,,,1.32,3.55,-7.0,41.5
2023-01-01,WAS,CLE,10,24,,,,1.77,2.10,-2.0,42.5
2022-12-29,TEN,DAL,13,27,,,,2.35,1.65,3.0,44.5
2022-12-26,IND,LAC,3,20,,,,2.15,1.74,2.5,48.0
2022-12-25,ARI,TB,16,19,Y,,,2.35,1.65,3.0,42.0
2022-12-25,LAR,DEN,51,14,,,,1.87,1.95,-1.0,35.5
2022-12-25,MIA,GB,20,26,,,,1.54,2.65,-3.5,46.5
2022-12-24,PIT,LV,13,10,,,,1.87,1.95,-1.0,40.0
2022-12-24,DAL,PHI,40,34,,,,1.80,2.05,-1.5,50.5
2022-12-24,SF,WAS,37,20,,,,1.33,3.40,-6.5,41.5
2022-12-24,BAL,ATL,17,9,,,,1.33,3.40,-6.5,41.0
2022-12-24,CAR,DET,37,23,,,,2.15,1.74,2.5,44.5
2022-12-24,CHI,BUF,13,35,,,,4.50,1.22,10.0,45.5
2022-12-24,CLE,NO,10,17,,,,1.59,2.50,-3.0,38.0
2022-12-24,KC,SEA,24,10,,,,1.22,4.50,-9.5,48.5
2022-12-24,MIN,NYG,27,24,,,,1.45,2.80,-4.5,45.5
2022-12-24,NE,CIN,18,22,,,,2.35,1.65,3.0,42.0
2022-12-24,TEN,HOU,14,19,,,,1.24,4.25,-8.5,41.0
2022-12-22,NYJ,JAX,3,19,,,,1.80,2.05,-1.5,42.0
2022-12-19,GB,LAR,24,12,,,,1.24,4.25,-9.0,41.0
2022-12-18,WAS,NYG,12,20,,,,1.50,2.70,-4.0,40.0
2022-12-18,LAC,TEN,17,14,,,,1.77,2.10,-2.0,45.5
2022-12-18,TB,CIN,23,34,,,,2.10,1.77,2.0,42.5
2022-12-18,DEN,ARI,24,15,,,,1.83,2.00,-1.0,39.5
2022-12-18,LV,NE,30,24,,,,1.77,2.10,-2.0,45.0
2022-12-18,CAR,PIT,16,24,,,,2.35,1.65,3.0,40.0
2022-12-18,CHI,PHI,20,25,,,,3.90,1.27,7.5,48.0
2022-12-18,HOU,KC,24,30,Y,,,6.75,1.12,14.0,46.5
2022-12-18,JAX,DAL,40,34,Y,,,3.10,1.40,6.0,45.5
2022-12-18,NO,ATL,21,18,,,,1.52,2.67,-3.5,42.0
2022-12-18,NYJ,DET,17,20,,,,1.61,2.45,-3.0,50.0
2022-12-17,BUF,MIA,32,29,,,,1.29,3.70,-7.5,47.5
2022-12-17,CLE,BAL,13,3,,,,1.63,2.40,-3.0,42.0
2022-12-17,MIN,IND,39,36,Y,,,1.44,2.85,-5.5,46.5
2022-12-15,SEA,SF,13,21,,,,2.00,1.83,1.0,41.5
2022-12-12,ARI,NE,13,27,,,,2.05,1.80,1.5,44.0
2022-12-11,LAC,MIA,23,17,,,,2.00,1.83,1.0,51.5
